"1200 BEECH ST ,URBANA,IL",40.122171;-88.227484
"900 CALIFORNIA AVE ,URBANA,IL",40.108431;-88.206235
"1100 W OREGON ST ,URBANA,IL",40.106998;-88.221531
"900 S SPRINGFIELD AVE ,URBANA,IL",40.1127337;-88.2272837
"1000 FAIRLAWN DR ,URBANA,IL",40.101507;-88.189754
"1400 SILVER ST ,URBANA,IL",40.091479;-88.193048
"800 CEDAR ST ,URBANA,IL",40.108203;-88.210296
"1800 S COTTAGE GROVE AVE ,URBANA,IL",40.099197;-88.195569
"500 W GRIGGS ST ,URBANA,IL",40.114501;-88.212069
"800 W PENNSYLVANIA AVE ,URBANA,IL",40.10062;-88.2203875
"1 URBANA AVE ,URBANA,IL",40.1131753;-88.20866617411498
"400 S JOHNSON AVE ,URBANA,IL",40.108531;-88.196823
"500 SUNNYCREST DR ,URBANA,IL",40.09753;-88.197465
"600 E BURKWOOD CT ,URBANA,IL",40.096785;-88.197117
"400 E MICHIGAN AVE ,URBANA,IL",40.1018379;-88.2025107
"500 S GOODWIN AVE ,URBANA,IL",40.1080112;-88.22252800649827
"800 W MAIN ST ,URBANA,IL",40.1124211;-88.2093446
"100 N VINE ST ,URBANA,IL",40.114339;-88.205037
"300 BARR AVE ,URBANA,IL",40.1201643;-88.2037474
"900 LINVIEW AVE ,URBANA,IL",40.121179;-88.218156
"1400 PHILO RD ,URBANA,IL",40.098565;-88.190744
"700 W CLARK ST ,URBANA,IL",40.1154478;-88.2207034
"1 LANORE ST ,URBANA,IL",40.103221;-88.186586
"2300 LANTERN HILL DR ,URBANA,IL",40.104447;-88.178912
"1300 W EUREKA ST ,URBANA,IL",40.1255864;-88.2249639
"500 W ELM ST ,URBANA,IL",40.1115916;-88.2083399
"1 POINTS ,URBANA,IL",40.11716545;-88.2061054795658
"100 W MUMFORD DR ,URBANA,IL",40.094113;-88.208513
"600 W OREGON ST ,URBANA,IL",40.106998;-88.221531
"700 S ANDERSON ST ,URBANA,IL",40.107478;-88.200251
"1000 N COLER AVE ,URBANA,IL",40.127903;-88.2160786
"500 S BUSEY AVE ,URBANA,IL",40.1118831;-88.2177473
"500 S POPLAR ST ,URBANA,IL",40.1093255;-88.194526
"300 N GOODWIN AVE ,URBANA,IL",40.1145612;-88.2240165
"100 N BUSEY AVE ,URBANA,IL",40.1201624;-88.2169541
"1200 W MAIN ST ,URBANA,IL",40.1124211;-88.2093446
"1600 S RUTLEDGE DR ,URBANA,IL",40.099877;-88.182566
"1 BURNETT CIR ,URBANA,IL",40.094047;-88.206449
"100 S GOODWIN AVE ,URBANA,IL",40.1122421;-88.2239575
"900 E HARDING DR ,URBANA,IL",40.0938328;-88.1934196
"800 W GREEN ST ,URBANA,IL",40.1105313;-88.2220676
"900 W STOUGHTON ST ,URBANA,IL",40.113444;-88.218188
"500 N LIERMAN AVE ,URBANA,IL",40.1164514;-88.1894836
"400 N LINCOLN AVE ,URBANA,IL",40.1146456;-88.2193136
"800 HARDING DR ,URBANA,IL",40.0938157;-88.1972196
"300 E CALIFORNIA AVE ,URBANA,IL",40.108431;-88.206235
"1300 W FLORIDA AVE ,URBANA,IL",40.098302;-88.209463
"200 N VINE ST ,URBANA,IL",40.114038449999995;-88.20299182918589
"1 COLORADO AVE ,URBANA,IL",40.0946784;-88.202592
"200 S MCCULLOUGH ST ,URBANA,IL",40.109073;-88.2131598
"1100 DIVISION AVE ,URBANA,IL",40.123718;-88.205341
"900 FAIRLAWN DR ,URBANA,IL",40.101507;-88.189754
"1 BEARDSLEY AVE ,URBANA,IL",40.126322;-88.22669
"1200 W BEECH ST ,URBANA,IL",40.122171;-88.227484
"1200 W PARK ST ,URBANA,IL",40.117429;-88.209886
"1000 S PHILO RD ,URBANA,IL",40.098565;-88.190744
"1200 W BEARDSLEY AVE ,URBANA,IL",40.126322;-88.22669
"700 S MATHEWS AVE ,URBANA,IL",40.126633;-88.226706
"700 W OHIO ST ,URBANA,IL",40.1037067;-88.2175382
"1300 IVANHOE ,URBANA,IL",40.101951;-88.188272
"1 HAZEL LN ,URBANA,IL",40.118286;-88.203157
"1 CARVER DR ,URBANA,IL",40.128053;-88.228441
"500 W GREEN ST ,URBANA,IL",40.1105313;-88.2220676
"1500 S WILEY DR ,URBANA,IL",40.099185;-88.197881
"1200 W ELLIS DR ,URBANA,IL",40.124045;-88.225755
"1200 E FLORIDA AVE ,URBANA,IL",40.098366;-88.197856
"100 CRYSTAL LAKE DR ,URBANA,IL",40.1188505;-88.2047201
